risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
10,485,7,15,16,7,Existential catastrophe from misaligned AI,,Pre-deployment mechanistic interpretability audits
10,486,7,0,16,7,Existential catastrophe from misaligned AI,,Training-time regularization for robust generalization
10,487,7,6,16,7,Existential catastrophe from misaligned AI,,PGD Adversarial Training for Robust Fine-Tuning
25,182,7,8,63,7,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
6,618,7,6,9,7,Reward Misspecification and Reward Hacking,,PGD Adversarial Training for Robust Fine-Tuning
16,951,7,8,7,7,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
20,804,7,35,9,7,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
32,109,7,8,122,7,AI shutdown resistance and control loss,,Expand AI Safety Research Funding and Capacity
9,615,7,8,12,7,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
6,595,7,23,13,7,Reward Misspecification and Reward Hacking,,Human-aware predictive robot control and safety planning
35,430,7,8,19,7,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
35,752,7,2,10,7,Advanced AI value misalignment risk,,MCTS-Guided RL Planning and Training
19,91,7,8,150,7,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
12,66,7,35,189,7,Catastrophic risks from misaligned advanced AI,,Human-preference reward model fine-tuning
21,99,7,8,145,7,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
16,23,7,8,337,7,Insufficient AI safety research capacity,Funding and expert consensus for AI safety capacity,Expand AI Safety Research Funding and Capacity
18,48,7,35,229,7,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
21,69,7,24,180,7,Catastrophic AI misalignment and loss of control,,RLHF fine-tuning for aligned language models
19,173,7,4,68,7,Misaligned AI takeover and human disempowerment,,Pre-deployment safety gates and controlled release
9,719,7,1,10,7,Deployed AI Misalignment Causes Societal Harm,,Continuous anomaly monitoring and safety tripwires
2,225,7,24,42,7,AI arms race causing unsafe deployment,,RLHF fine-tuning for aligned language models
10,181,7,11,63,7,Existential catastrophe from misaligned AI,,Public AI risk outreach and educational dissemination
16,960,7,8,7,7,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
9,322,7,8,28,7,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
2,732,7,8,10,7,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
12,961,7,5,7,7,Catastrophic risks from misaligned advanced AI,,Pre-deployment adversarial red-teaming and robustness testing
12,7,7,8,729,7,Catastrophic risks from misaligned advanced AI,Expanding AI safety research and implementation capacity,Expand AI Safety Research Funding and Capacity
12,23,7,8,337,7,Catastrophic risks from misaligned advanced AI,Funding and expert consensus for AI safety capacity,Expand AI Safety Research Funding and Capacity
12,12,7,8,429,7,Catastrophic risks from misaligned advanced AI,Building AI safety capacity through funded training,Expand AI Safety Research Funding and Capacity
6,17,7,10,371,7,Reward Misspecification and Reward Hacking,Global governance enables coordinated AI safety controls,Governed AI oversight and compliance regimes
6,17,7,4,11,7,Reward Misspecification and Reward Hacking,Global governance enables coordinated AI safety controls,Pre-deployment safety gates and controlled release
4,429,7,23,19,7,Unsafe and Sample-Inefficient RL Exploration,,Human-aware predictive robot control and safety planning
16,1089,7,14,7,7,Insufficient AI safety research capacity,,Beginner-Friendly AGI Safety Knowledge Infrastructure
1,84,7,32,160,7,Malicious misuse of frontier AI for large-scale harm,,Attainable Utility Preservation reward penalty
21,430,7,8,19,7,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
35,1048,7,11,7,7,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
6,594,7,26,13,7,Reward Misspecification and Reward Hacking,,Reward-guided RL fine-tuning with safety constraints
35,1049,7,11,7,7,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
6,602,7,35,13,7,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
6,717,7,6,10,7,Reward Misspecification and Reward Hacking,,PGD Adversarial Training for Robust Fine-Tuning
6,718,7,6,10,7,Reward Misspecification and Reward Hacking,,PGD Adversarial Training for Robust Fine-Tuning
7,67,7,4,184,7,Human extinction from misaligned superintelligent AI,,Pre-deployment safety gates and controlled release
6,678,7,8,11,7,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
21,155,7,24,80,7,Catastrophic AI misalignment and loss of control,,RLHF fine-tuning for aligned language models
21,156,7,24,80,7,Catastrophic AI misalignment and loss of control,,RLHF fine-tuning for aligned language models
6,682,7,5,11,7,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
6,716,7,38,10,7,Reward Misspecification and Reward Hacking,,Incentivized AI forecasting and prediction systems
15,604,7,24,13,7,Opaque AI decision-making undermines oversight and safety,,RLHF fine-tuning for aligned language models
15,605,7,4,13,7,Opaque AI decision-making undermines oversight and safety,,Pre-deployment safety gates and controlled release
26,112,7,4,126,7,Misaligned AGI existential catastrophe,,Pre-deployment safety gates and controlled release
12,40,7,11,260,7,Catastrophic risks from misaligned advanced AI,,Public AI risk outreach and educational dissemination
6,814,7,24,9,7,Reward Misspecification and Reward Hacking,,RLHF fine-tuning for aligned language models
16,513,7,35,16,7,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
26,80,7,35,165,7,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
25,272,7,11,33,7,Misaligned Superintelligent AI Existential Risk,,Public AI risk outreach and educational dissemination
6,621,7,32,12,7,Reward Misspecification and Reward Hacking,,Attainable Utility Preservation reward penalty
6,616,7,8,12,7,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
6,792,7,5,9,7,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
6,681,7,5,11,7,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
6,617,7,8,12,7,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
20,67,7,4,184,7,Deceptive alignment and hidden objectives,,Pre-deployment safety gates and controlled release
6,683,7,19,11,7,Reward Misspecification and Reward Hacking,,Demonstration-Based Policy Pretraining
6,684,7,23,11,7,Reward Misspecification and Reward Hacking,,Human-aware predictive robot control and safety planning
38,106,7,5,135,7,Catastrophic AGI Misalignment Risk,,Pre-deployment adversarial red-teaming and robustness testing
22,1081,7,24,7,7,Deceptive and Harmful Language Model Outputs,,RLHF fine-tuning for aligned language models
24,423,7,8,16,7,Objective Misspecification and Misaligned Optimization,,Expand AI Safety Research Funding and Capacity
2,733,7,8,10,7,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
2,586,8,27,7,7,AI arms race causing unsafe deployment,,KL-Regularized RLHF Fine-Tuning
20,230,7,8,12,7,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
9,70,61,11,7,7,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
20,551,10,33,7,7,Deceptive alignment and hidden objectives,,Deployment-time prompt engineering for aligned behavior
20,551,10,27,7,7,Deceptive alignment and hidden objectives,,KL-Regularized RLHF Fine-Tuning
35,581,10,8,7,7,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
35,581,10,11,7,7,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
20,568,10,11,7,7,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
20,568,10,8,7,7,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,573,10,35,7,7,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,573,10,5,7,7,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
2,52,144,11,7,7,AI arms race causing unsafe deployment,,Public AI risk outreach and educational dissemination
16,70,39,11,7,7,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
34,938,8,8,7,7,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
9,52,34,11,7,7,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
20,216,34,11,7,7,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
1,70,31,11,7,7,Malicious misuse of frontier AI for large-scale harm,,Public AI risk outreach and educational dissemination
21,52,27,11,7,7,Catastrophic AI misalignment and loss of control,,Public AI risk outreach and educational dissemination
2,70,23,11,7,7,AI arms race causing unsafe deployment,,Public AI risk outreach and educational dissemination
12,70,22,11,7,7,Catastrophic risks from misaligned advanced AI,,Public AI risk outreach and educational dissemination
20,230,7,5,27,7,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
20,402,15,5,7,7,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
8,52,15,11,7,7,Human-AI Coordination Failure in Shared Environments,,Public AI risk outreach and educational dissemination
17,451,10,22,7,7,Adversarial Image Classification Misclassification,,Deployment-time confidence filtering and rejection sampling
20,461,11,8,7,7,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
18,54,7,8,217,7,Catastrophic Superintelligent AI Misalignment,,Expand AI Safety Research Funding and Capacity
6,23,7,8,337,7,Reward Misspecification and Reward Hacking,Funding and expert consensus for AI safety capacity,Expand AI Safety Research Funding and Capacity
6,12,7,8,429,7,Reward Misspecification and Reward Hacking,Building AI safety capacity through funded training,Expand AI Safety Research Funding and Capacity
12,17,7,10,371,7,Catastrophic risks from misaligned advanced AI,Global governance enables coordinated AI safety controls,Governed AI oversight and compliance regimes
12,17,7,4,11,7,Catastrophic risks from misaligned advanced AI,Global governance enables coordinated AI safety controls,Pre-deployment safety gates and controlled release
20,646,8,8,7,7,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
25,63,7,8,194,7,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
26,40,7,11,260,7,Misaligned AGI existential catastrophe,,Public AI risk outreach and educational dissemination
2,730,7,8,10,7,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
35,200,7,8,55,7,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
2,586,8,33,7,7,AI arms race causing unsafe deployment,,Deployment-time prompt engineering for aligned behavior
2,731,7,8,10,7,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
1,666,6,24,6,6,Malicious misuse of frontier AI for large-scale harm,,RLHF fine-tuning for aligned language models
1,916,6,4,8,6,Malicious misuse of frontier AI for large-scale harm,,Pre-deployment safety gates and controlled release
2,4,6,4,894,6,AI arms race causing unsafe deployment,Corrigible transparency and secure oversight mechanisms,Pre-deployment safety gates and controlled release
1,666,6,35,6,6,Malicious misuse of frontier AI for large-scale harm,,Human-preference reward model fine-tuning
19,36,6,8,265,6,Misaligned AI takeover and human disempowerment,Funding and capacity-building for AI safety research,Expand AI Safety Research Funding and Capacity
6,789,6,37,9,6,Reward Misspecification and Reward Hacking,,ROME-based factual knowledge editing
35,111,6,5,126,6,Advanced AI value misalignment risk,,Pre-deployment adversarial red-teaming and robustness testing
6,235,6,5,38,6,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
1,917,6,8,8,6,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
